Number of hit	Text ID	Concordance line
12244	2	reformalarda yeni sosyal ve siyasi bir uzlaşmayı hayata geçirmelerini , insan haklarına saygılı olmalarını ve uluslararası uygulamalara da riayet etmelerini istedikleri
12245	2	Stoiber , Türkiye'nin entegrasyonunun AB'yi zorlayacağı uyarısında bulunuyor . Ayrıca insan hakları konusunda hala sorun olduğunu görüşündeler . Zaten hiç bir
12246	2	üyesi Kıbrıs'ı tanımaya hazır olmamasını eleştiren Merkel ve Stoiber , insan haklarının uygulanmasında da büyük sorun yaşandığını söylediler . CSU Lideri
12247	2	bir yara olan Kıbrıs sorununun çözümü kadar temel teşkil eden insan hakları kabulünün olmazsa olmaz bir zorunluluk olması , üzerinde tartışılamayacak
12248	2	Zorunlu Siyasi Kriterler Yerine Getirilmedi - - Hochleitner , Türkiye'deki insan hakları ihlallerini ima ederek , ÖIES'nin bir çalışmasından çıkan sonucun
12249	2	raporu hazırlattığını iddia etti . Eski diplomat , ABD Senatosunun insan hakları raporu , Amerikalıların Türkiye'yi çok desteklemesine rağmen , AB
12250	2	batı Avrupa Hristiyan değerleri , aydınlık çağı , demokrasi ve insan hakları , din ve devlet ayrımı , kadın erkek eşitliği
12251	2	Türk hükümetine iki koşul empoze edildi : Hukukun üstünlüğünü , insan haklarına saygıyı güçlendirmeyi hedefleyen çok geniş bir hukuki reform ve
12252	2	olan iki mutlak koşulu karşılamıştır şeklinde konuştu . Haziran ayında insan hakları konusunda bir yasal paket yürürlüğe girdi ve geçtiğimiz ay
12253	2	değişmesi için ikna etmesinin tek yolunun , Kıbrıs'ın işgal ve insan hakları konusunun tekrar gündeme gelmesinin olduğunu ifade etti . Christopher
12254	2	, iyi komşuluk ilişkileri , dış politikasında barışçı prosedürler , insan ve azınlık haklarına saygı , Gümrük Birliği Protokolü ve Kıbrıs'a
12255	2	rağmen bundan siyasi olarak istifade ediyorduk ve bu tutumumuzla Türkiye'nin insan haklarına saygısını ve iyiliklerini gösterip uygulamasına mani oluyorduk . Kleridis
12256	2	üzerindeki sahiplik haklarını , kaybolan insanlar hakkında araştırmayı reddetmesi nedeniyle insan haklarını ihlal ettiğini ve etmeye devam ettiğini kabul etti .
12257	2	ilişkin kanunlarda kalıcı istisnaların tespit edilebileceğini , Türkiye sistemli olarak insan haklarını ihlal ettiği takdirde AB'nin katılım müzakerelerini iptal edebileceğini vurguladı
12258	2	tanımayı reddetmeyi sürdümesinin Türkiye'nin üyeliğine bir engel oluşturduğunu söyledi ve insan hakları konusundaki önemli sorunların da altını çizdi . Edmund Stoiber
12259	2	. Kürt politikacıların ortadan kaybolmaları , dinci Fazilet Partisi ile insan hakları örgütlerine yönelik yasaklama davaları , işkence uygulamaları ve tutuklamalar
12260	2	girmeyi başarmak için Bülent Ecevit hükümetinin getirdiği yeni önerinin , insan hakları konusunda hiçbir gelişme içermediğini ileri sürdüğü kaydedilmekte ve şöyle
12261	2	AİHM ) , Türkiye'nin , Kıbrıslı Rumların temel özgürlüklerini ve insan haklarını ihlal ettiğine ilişkin yargı kararlarını yerine getirmesini öneriyoruz .
12262	2	gönderilmesi , göçmenlerin güven içinde evlerine geri dönmesi , Kıbrıslıların insan haklarının ve temel özgürlüklerinin geri verilmesi , kayıp kişilerin akıbetlerinin
12263	2	etnik azınlıklarına davranışı ve isyancılarla olan 16 yıllık kanlı çatışmalardaki insan hakları ihlallerine ilişkin duydukları endişelerin , ülkenin Avrupa Birliği'ne üye
12264	2	80'li yıllarda Arnavutluk'la olan savaş durumunu ortadan kaldırdığında , birçok insan bunun hala devam ettiğini unutmuştu . Artık Yunanistan Kıbrıs'ın 1974
12265	2	egemenlik verilmesi imkansız kılınmaktadır . 2 - Avrupa hukuku çerçevesinde insan haklarına saygı duyulması ve dolaşım , yerleşim ve mal -
12266	2	sektörlerde dinamik bir şekilde özelleştirmeyi başarması , basın özgürlüğü ve insan hakları alanlarında gelişmeler sağlaması gerekiği vurgulanmaktadır . Yazıda , AB
12267	2	ısrar edeceğiz : Uluslararası anlaşmazlıkların çözümünde şiddet kullanımının reddedilmesi ; insan haklarına saygı ; temsili demokrasinin ilkelerine saygı . Bunları söyledikten
12268	2	yapacak . Çözülmesi gereken asıl konu , Türkiye'nin çok eleştirilen insan hakları sicili . Ankara , insan haklarını savunan gruplar tarafından
12269	2	, Türkiye'nin çok eleştirilen insan hakları sicili . Ankara , insan haklarını savunan gruplar tarafından , özellikle Kürtler , radikal solcular
12270	2	, Aralık 1999 tarihinde adaylığını kabul etmeden önce , Türkiye'nin insan hakları konusundaki sicili üzerinde çok ısrarla durmuştuk şeklindeki ifadeleri aktarılan
12271	2	sıfatıyla Stokholm'ün , geçtiğimiz günlerde , Ankara'yı , Avrupa'nın Türkiye'deki insan haklarına ilişkin kaygılarını dikkate alan yeni siyasetler benimsemeye ve -
12272	2	Yazıda , Parlak Osmanlı döneminden , Türkiye’de ekonominin çöktüğü , insan haklarının aksadığı , demokrasinin de fazla gelişmediği , askerin güçlü
12273	2	belirttiği ifade edilen yazıda , AB üyeliğini hedefleyen Türkiye'nin , insan hakları sorununa çözüm bulması gerektiği ve açlık grevinde artan ölümlerin
12274	2	üye olarak bize üstünlük sağladılar . AB yetkilileri , Türkiye'yi insan haklarını ihlal etmek ve demokratik kurallara uymamakla suçluyorlar dediği bildirilmektedir
12275	2	. Gerçekler ise korkunç . Büyük kentlerde neredeyse hergün yüzbinlerce insan yollara dökülüp gösteri yapmaktadır . Hükümet gösterileri yasakladı , ancak
12276	2	genç kadının - Canan Kulaksız - İstanbul'da öldüğü bildirilmekte ve insan haklarına saygı göstermemenin , Türkiye'nin Avrupa Birliği'ne girişinin önündeki engeller
12277	2	karşılık , hükümetin hiçbir tavizde bulunmaması konu edilmektedir . Türkiye'nin insan haklarını sürekli ihlali ve Kürt karşıtı operasyonlarının , Avrupa Birliği'nde
12278	2	bölünmüş durumdaki Kıbrıs ile ilişkilerinin yanı sıra , din , insan hakları ve eğitimi kapsayan diğer reform paketlerinin de eleştirilere hedef
12279	2	AB tarafından konan şartlar , aralarında kadın erkek eşitliğinin olduğu insan haklarının özde iyileştirilmesini öncelikli gereklilik olarak arz ediyordu . Türkiye
12280	2	ile zorlanan ve erken evlilikler , aile içi şiddet gibi insan hakları ihlalleri , kadınların ve genç kızların intiharına etken olan
12281	2	bin Atilla barındırıyor . Türkiye , toptan , ada halkının insan haklarını ve özgürlüklerini ihlal ediyor . BM'nin , uluslararası mahkemelerin
12282	2	politika demokratik , toplumun bütününü temsil ve ifade eden , insan haklarına saygı gösteren ve hukuk devletini gerçekleştirecek ortak bir devletin
12283	2	hakları kısıtlayan yeni bir terörle mücadele yasasını imzaladı - AB'nin insan hakları adına yıllardır yürüttüğü tüm lobi çalışmaları tersyüz edilmiş oldu
12284	2	kemikleşmiş devlet mekanizmasını modernleşmeye zorlayacağı umut ediliyordu . Pek az insan tahmin edebilmişti ki yeni ceza yasası aslında ifade özgürlüğü üzerindeki
12285	2	terörle mücadele yasası öyle muğlak bir dille yazılmış ki , insan hakları örgütlerinin iddialarına göre , yasa dışı bir örgütün de
12286	2	ve tahrikçi olarak göstermeyi başardıklarından Türkiye'de çok kimse Türk olmayan insan hakları savunucularının çenelerini kapamaları gerektiğine inanıyorlar . Ancak aşırı milliyetçilerin
12287	2	sahip olduğu , ancak ülke ekonomisinin gelişim sürecinin yavaşlığı kadar insan hakları sicili ve güçlü ordusunun rolü konusundaki kaygılar nedeniyle üyelik
12288	2	Türk Ordusunun 16 yıldır PKK ile çatıştığı Güneydoğudaki çeşitli şehirlerinde insan hakları eylemcilerinin 1992 yılında topladıkları kanıtlar olduğunu söylediği belirtilen haberde
12289	2	1992 yılında topladıkları kanıtlar olduğunu söylediği belirtilen haberde , Türkiye'de insan hakları eylemcilerinin sık sık yargılandıkları ileri sürülmekte ve Türkiye'nin ,
12290	2	sürülmekte ve Türkiye'nin , Avrupa Birliği'nin üyelik için şart koştuğu insan hakları sicilini iyileştireceğine dair söz verdiğine dikkat çekilmektedir . Der
12291	2	diplomatların ise , hükümetin bu iddialarını reddederek , bunun Türkiye'deki insan haklarına yeniden gölge düşmesini engellemek için ortaya atılan bir iddia
12292	2	belirtilmekte , Selek'in , özgür olduğu , ancak hukukçular ve insan hakları savunucularının diğer binlerce kişinin daha az şanslı olduğunu belirterek
12293	2	Birliği'ne üye olma hayalini gerçekleştirmek için Türkiye'nin , demokrasi ve insan hakları alanındaki standartlarını iyileştirmek zorunda olduğu vurgulanan haberde , bunun
12294	2	şeklindeki sözlerine yerverilmektedir . Türkiye'nin stratejik konumu ve büyüklüğü nedeniyle insan hakları konusunda ayrıcalık yapılması beklentisine karşı görüş bildiren AB Komiseri
12295	2	AB'nin Genişlemeden Sorumlu Komiseri Verheugen'in , Türkiye'nin , demokrasi , insan ve azınlık hakları ile diğer hukuk devletine ilişkin temel ilkeleri
12296	2	yaygınlaşan Türkiye'deki gelişmelere yönelik hayal kırıklığına değinerek , demokratikleşme , insan hakları , hukuk devleti ve azınlıklar konusunda bir ilerleme kaydedilmediğini
12297	2	Swoboda'nın , Ermeni sorunu , AB ve NATO , Türkiye'deki insan hakları sorunu konularındaki sorulara verdiği cevaplara da yerverilmekte ve şu
12298	2	Ama yer yer gerilemeler de olabiliyor . Bazıları demokrasi ve insan haklarına saygı duyulmasını istedikleri için AB'den yana çıkıyor . Diğerleri
12299	2	hafif bir statü farklılığı olduğunu belirttiği kaydedilmekte , Bu ülkede insan hakları sorununun , gerçekte hala sorun yarattığı ileri ( 15
12300	2	değ erlendirilmesini de - özellikle demokrasi , hukuk devleti ve insan haklarına saygı bakımından - içerdiği , Avrupa Parlamentosu kararında ,
12301	2	bir havaya büründüğü ileri sürülen haberde , AB'nin istekleri arasında insan hakları cephesinde büyük iyileşmeler ve Kıbrıs konusu gibi uzun süredir
12302	2	mali yardımı onaylamaları gerektiğine ve AB - Türkiye ilişkilerinin , insan hakları ihlalleriyle ilgili bitmek bilmeyen iddialar yüzünden son yıllarda kötüleştiğine
12303	2	için Avrupa'ya verilen güzel sözlere rağmen , aslında Türkiye , insan hakları konusundaki tutumunu değiştirmemekle kalmayıp aynı zamanda bunu yapmaya niyetli
12304	2	iki büyük partisi , Hristiyan Demokratlar ve Sosyal Demokratların , insan haklarının ihlal edildiğini ve Türkiye'nin Avrupa prototipine uyum sağlayamadığını gözlemlediği
12305	2	içinde varolan demokratik değerlere ulaşması için büyük mücadele verdikleri , insan varlığına , haklarına , düşünce özgürlüğüne , azınlıkların siyasi ve
12306	2	katılmaya aday bir ülkedir ... Onbeşler tarafından istenen demokrasi ve insan haklarına saygıyı içeren kriterleri , Türkiye halihazırda yerine getirmiyor dediği
12307	2	üzere bir AB heyetinin Türkiye'ye gideceğini söyleyen Swoboda'nın , Türkiye'deki insan hakları ihlallerinin AB üyeliği yolunda engel teşkil ettiği uyarısında bulunduğu
12308	2	Weingaertner imzasıyla yayımlanan bir yorumda , Dünyanın herhangi bir yerinde insan hakları ihlal edildiğinde , ilgili hükümetin , Brüksel'den derhal tepki
12309	2	ortağı oluşu nedeniyle ihtiyacı var . NATO ve AB , insan hakları savunucusu ünvanlarını bu stratejik hesaba feda ediyorlar . Ve
12310	2	, katı kriterlerin yerine getirilmesi gerektiğinden , AB içinde uygulanan insan haklarıyla ilgili ilkelere Ankara'nın saygı göstermesi gerektiğini ileri sürerek ,
12311	2	aynı şekilde Kemal Derviş'in de Türk ekonomisini kurtaracak olan tek insan olduğu vurgulanmaktadır . Makalede , gelecek aylarda Avrupa'nın itirazlarına rağmen
12312	2	sonunda yükümlü bulunduğu şartları karşılamada yetersiz kaldığı , Avrupa'nın , insan hakları alanlarında Türkiye'nin yükümlülüklerini yerine getirmesi konusunda ısrar ettiği ve
12313	2	bu kadar hassas davrananların , AB üyeliği için olağan olan insan hakları konusundaki aleni tartışmalarda zorluk çekeceği ve Ankara'nın tarihsel Ermeni
12314	2	tanınması , işkence ve idam cezasını kaldırma , ülke cezaevlerinde insan onuruna yakışır ilişkilerin olması yönündeki çabalara gösterilen muhalefete uygun düştüğü
12315	2	sebebiyle değil , aynı zamanda Batı kültürünün parçası olmanın gerektirdiği insan hakları ve demokratik ilkeleri şimdiye dek göstermediği için de AB'ye
12316	2	AB'nin ilkelerini ve kurallarını , komşularını korkutmaya devam eden ve insan haklarını ihlal eden bu devlete empoze etmeye cesaret etmemesi halinde
12317	2	ölümlerin , Avrupa Birliği üye adayı Türkiye üzerinde , Birliğin insan haklarına ilişkin üyelik kriterlerini karşılaması konusundaki baskıları yoğunlaştırdığı kaydedilmektedir .
12318	2	endişe ve dehşeti artıracaktır şeklinde ifadelere yerverildiğinin belirtildiği haberde , insan hakları gruplarının , 800 kadar mahkumun ve akrabalarının , mahkumların
12319	2	sunduğu , AB tarafından ortaya konulan kilit kriterlerden birinin ise insan haklarına saygının artırılması ve Türkiye'nin , halihazırda yasal alanda da
12320	2	gelecekte çözümlemek zorunda olduğu Ege , Kıbrıs , azınlıklar , insan haklarına saygı ve benzeri sorunları çözmesi gerektiğini ; aksi halde
12321	2	üzerine harekete geçtiği ve tecridi bir işkence şekli olarak kınayan insan hakları örgütleri tarafından talep edilen değişikliklerin bazılarının Parlamento'da onaylanması için
12322	2	Türkiye'nin , Avrupa Birliği üyeliği için gerekli nitelikleri taşıyabilmesi açısından insan hakları sicilini düzeltmesi gerektiği vurgulanmaktadır . Radio France İnternational'in (
12323	2	, 15 üyeli AB'ye katılmak istiyor , ancak kısmen Türkiye'nin insan hakları sicili yüzünden ertelenen görüşmeler henüz başlamadı denilmektedir . AP'nin
12324	2	ve Türkiye'nin , AB'nin bir parçası olmak istiyorsa , bozuk insan hakları sicilini düzeltmesi gerektiği vurgulanmaktadır . Reuter'in ( 01 /
12325	2	verildiği , ancak ülkenin üyelik görüşmelerinin başlamasından önce siyasi ve insan hakları alanındaki reformları hızlandırması gerektiği belirtilen haberde , AB'nin ,
12326	2	İsveç Dışişleri Bakanı Anna Lindh'in Stockholm'de yaptığı açıklamada , Türkiye'de insan haklarına karşı gerçekleştirilen saldırıları kınayarak , konuyla ilgili bir görüşme
12327	2	bu krizin , Türkiye'nin ekonomisini rayına oturtmaya çalıştığı ve ayrıca insan haklarını çiğnediği gerekçesiyle Avrupa Birliği'ne katılım talebinin sürekli reddedilmesi sonucu
12328	2	. Ankara'nın bu kulübe üyelik için ödediği fiyat ise , insan hakları alanında namını düzeltmesi , idam cezasını kaldırması , Kürt
12329	2	aklıma gelen Türk , Alman ve Avrupa Birliği bayraklarıyla bir insan hakları gösterisidir . Almanya , Fransa ve Belçika'da - yani
